@RELATION data

@ATTRIBUTE ponzi {ponzi, non_ponzi}
@ATTRIBUTE nbr_tx_in NUMERIC
@ATTRIBUTE nbr_tx_out NUMERIC
@ATTRIBUTE Tot_in NUMERIC
@ATTRIBUTE Tot_out NUMERIC
@ATTRIBUTE num_paid_in_addr NUMERIC
@ATTRIBUTE num_paid_out_addr NUMERIC
@ATTRIBUTE overlap_in_out_addr NUMERIC
@ATTRIBUTE mean_in NUMERIC
@ATTRIBUTE mean_out NUMERIC
@ATTRIBUTE sdev_in NUMERIC
@ATTRIBUTE sdev_out NUMERIC
@ATTRIBUTE gini_in NUMERIC
@ATTRIBUTE gini_out NUMERIC
@ATTRIBUTE avg_time_btw_tx NUMERIC
@ATTRIBUTE gini_time_out NUMERIC
@ATTRIBUTE lifetime NUMERIC
@ATTRIBUTE SWAP8 NUMERIC
@ATTRIBUTE DUP11 NUMERIC
@ATTRIBUTE DUP14 NUMERIC
@ATTRIBUTE SWAP10 NUMERIC
@ATTRIBUTE DUP15 NUMERIC
@ATTRIBUTE LOG2 NUMERIC
@ATTRIBUTE INVALID NUMERIC
@ATTRIBUTE SWAP9 NUMERIC
@ATTRIBUTE SWAP5 NUMERIC
@ATTRIBUTE SWAP12 NUMERIC
@ATTRIBUTE SWAP16 NUMERIC
@ATTRIBUTE DUP9 NUMERIC
@ATTRIBUTE LOG1 NUMERIC
@ATTRIBUTE DUP12 NUMERIC
@ATTRIBUTE SWAP11 NUMERIC
@ATTRIBUTE SWAP2 NUMERIC
@ATTRIBUTE MSTORE8 NUMERIC
@ATTRIBUTE SWAP14 NUMERIC
@ATTRIBUTE DUP13 NUMERIC
@ATTRIBUTE POP NUMERIC
@ATTRIBUTE DUP8 NUMERIC
@ATTRIBUTE DUP7 NUMERIC
@ATTRIBUTE DUP3 NUMERIC
@ATTRIBUTE DUP4 NUMERIC
@ATTRIBUTE MSTORE NUMERIC
@ATTRIBUTE SWAP3 NUMERIC
@ATTRIBUTE CODECOPY NUMERIC
@ATTRIBUTE JUMP NUMERIC
@ATTRIBUTE DUP5 NUMERIC
@ATTRIBUTE SWAP13 NUMERIC
@ATTRIBUTE STOP NUMERIC
@ATTRIBUTE CALLDATACOPY NUMERIC
@ATTRIBUTE SWAP7 NUMERIC
@ATTRIBUTE SWAP1 NUMERIC
@ATTRIBUTE SWAP6 NUMERIC
@ATTRIBUTE RETURN NUMERIC
@ATTRIBUTE DUP6 NUMERIC
@ATTRIBUTE SWAP4 NUMERIC
@ATTRIBUTE REVERT NUMERIC
@ATTRIBUTE SELFDESTRUCT NUMERIC
@ATTRIBUTE DUP10 NUMERIC
@ATTRIBUTE DUP16 NUMERIC
@ATTRIBUTE JUMPI NUMERIC
@ATTRIBUTE SSTORE NUMERIC
@ATTRIBUTE PUSH NUMERIC
@ATTRIBUTE LOG3 NUMERIC
@ATTRIBUTE LOG4 NUMERIC
@ATTRIBUTE Missing NUMERIC
@ATTRIBUTE SWAP15 NUMERIC
@ATTRIBUTE DUP1&2 NUMERIC
@ATTRIBUTE size_info NUMERIC

@DATA
ponzi,1,0,0.0,0.0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008869179600886918,0.0,0.0,0.0,0.057649667405764965,0.0,0.0,0.0,0.07982261640798226,0.0,0.0,0.024390243902439025,0.028824833702882482,0.028824833702882482,0.013303769401330377,0.008869179600886918,0.031042128603104215,0.004434589800443459,0.0,0.0022172949002217295,0.0,0.0022172949002217295,0.14634146341463414,0.0,0.0066518847006651885,0.008869179600886918,0.011086474501108648,0.0,0.0,0.0,0.0,0.04656319290465632,0.026607538802660754,0.2727272727272727,0.0,0.0,0.0,0.0,0.19068736141906872,2174
ponzi,21,16,1.62180001e+20,1.6e+20,21,16,4,7.72285719048e+18,1e+19,3.15284310943e+18,0.0,0.142857137278,0.0,1755655.21622,1.62911399537e-07,64959243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003703703703703704,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.07037037037037037,0.0,0.0,0.022222222222222223,0.014814814814814815,0.04814814814814815,0.007407407407407408,0.014814814814814815,0.03333333333333333,0.003703703703703704,0.0,0.003703703703703704,0.0,0.0,0.12962962962962962,0.0,0.007407407407407408,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.05925925925925926,0.025925925925925925,0.27037037037037037,0.0,0.0,0.0,0.0,0.22592592592592592,1460
ponzi,3,1,2e+17,2e+17,3,1,1,6.66666666667e+16,2e+17,9.42809041582e+16,0.0,0.666666666667,0.0,82.75,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.0,0.04734848484848485,0.0,0.0,0.0,0.07196969696969698,0.0,0.0,0.017045454545454544,0.013257575757575758,0.041666666666666664,0.015151515151515152,0.017045454545454544,0.026515151515151516,0.003787878787878788,0.0,0.001893939393939394,0.0,0.0,0.1534090909090909,0.0,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0,0.0,0.0,0.0,0.04924242424242424,0.022727272727272728,0.2859848484848485,0.0,0.0,0.0,0.0,0.21022727272727273,2306
ponzi,14,18,1.465564e+19,1.35959587879e+19,14,18,6,1.04683142857e+18,7.55331043771e+17,1.05541174266e+18,1.2757055534e+18,0.54038503753,0.749232862758,3827.28125,7.27479539918e-07,122473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008888888888888889,0.0,0.0,0.0,0.057777777777777775,0.0,0.0,0.0,0.08,0.0,0.0,0.024444444444444446,0.028888888888888888,0.028888888888888888,0.013333333333333334,0.008888888888888889,0.03111111111111111,0.0044444444444444444,0.0,0.0022222222222222222,0.0,0.0022222222222222222,0.14666666666666667,0.0,0.006666666666666667,0.008888888888888889,0.011111111111111112,0.0,0.0,0.0,0.0,0.04666666666666667,0.02666666666666667,0.2733333333333333,0.0,0.0,0.0,0.0,0.18888888888888888,2144
ponzi,3,0,0.0,0.0,3,0,0,0.0,0,0.0,0,0.0,0,11167.6666667,0,33503.0,0.0026842362127867253,0.0012201073694485115,0.0,0.0004880429477794046,0.0002440214738897023,0.0,0.0,0.0014641288433382138,0.0036603221083455345,0.0002440214738897023,0.0,0.003904343582235237,0.0014641288433382138,0.0019521717911176184,0.0002440214738897023,0.055636896046852125,0.0,0.0,0.0,0.09297218155197658,0.0026842362127867253,0.001708150317227916,0.05075646656905808,0.024646168862859932,0.04172767203513909,0.012933138116154222,0.005612493899463153,0.021473889702293802,0.014641288433382138,0.0,0.0002440214738897023,0.001708150317227916,0.0019521717911176184,0.13225963884821865,0.0014641288433382138,0.0009760858955588092,0.004636408003904344,0.006588579795021962,0.0,0.0,0.0021961932650073207,0.0,0.04489995119570522,0.017325524646168863,0.2589067837969741,0.0,0.0,0.0,0.0,0.18448023426061494,17506
ponzi,86,24,2.6024492e+19,1.83066038175e+19,86,24,15,3.02610372093e+17,7.62775159063e+17,1.02453805026e+18,2.34014653055e+18,0.812782689654,0.858803439277,263063.990909,0.00236600886514,28937039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01797175866495507,0.0,0.0,0.0,0.0,0.0,0.0038510911424903724,0.0,0.0,0.04236200256739409,0.0,0.0,0.0,0.110397946084724,0.0,0.0025673940949935813,0.01668806161745828,0.019255455712451863,0.06803594351732992,0.008985879332477536,0.0,0.03465982028241335,0.006418485237483954,0.0,0.0038510911424903724,0.0,0.0,0.11810012836970475,0.0,0.005134788189987163,0.0,0.0012836970474967907,0.005134788189987163,0.0,0.0,0.0,0.0410783055198973,0.01797175866495507,0.2952503209242619,0.0,0.0,0.0,0.0,0.1810012836970475,5716
ponzi,223,2,2e+18,2e+18,223,2,1,8.96860986547e+15,1e+18,1.33629277361e+17,9.8e+17,0.995515695067,0.49,73329.56,1.29793317382e-07,16499151.0,0.0009216589861751152,0.0018433179723502304,0.0,0.0,0.0,0.0,0.0,0.0018433179723502304,0.0064516129032258064,0.0,0.0,0.005529953917050691,0.0,0.0009216589861751152,0.0018433179723502304,0.053456221198156684,0.0,0.0,0.0,0.0792626728110599,0.009216589861751152,0.0018433179723502304,0.03317972350230415,0.01935483870967742,0.035944700460829496,0.02119815668202765,0.013824884792626729,0.02304147465437788,0.011981566820276499,0.0,0.0009216589861751152,0.0009216589861751152,0.004608294930875576,0.13179723502304147,0.0018433179723502304,0.003686635944700461,0.0064516129032258064,0.005529953917050691,0.0,0.0,0.0027649769585253456,0.0,0.047004608294930875,0.02304147465437788,0.2534562211981567,0.0,0.0,0.0,0.0,0.19631336405529953,4456
ponzi,35,24,7.7681e+19,6.9756e+19,35,24,18,2.21945714286e+18,2.9065e+18,2.90844410386e+18,3.0861833828e+18,0.589606945622,0.502384621634,437264.440678,0.00230866098041,25798602.0,0.0005117707267144319,0.0005117707267144319,0.0,0.0,0.0,0.0,0.0,0.0005117707267144319,0.007164790174002047,0.0,0.0,0.0010235414534288639,0.0040941658137154556,0.0010235414534288639,0.0,0.03940634595701126,0.0005117707267144319,0.0,0.0,0.08853633572159672,0.0020470829068577278,0.00511770726714432,0.0368474923234391,0.030194472876151485,0.04759467758444217,0.027635619242579325,0.0,0.04350051177072672,0.017400204708290685,0.0,0.0005117707267144319,0.0015353121801432957,0.0020470829068577278,0.11566018423746162,0.005629477993858751,0.0030706243602865915,0.011258955987717503,0.009211873080859774,0.0,0.0,0.0005117707267144319,0.0005117707267144319,0.04759467758444217,0.011770726714431934,0.2599795291709314,0.0,0.0,0.0,0.0,0.17707267144319344,10038
ponzi,55,0,5.5239e+18,0.0,55,0,0,1.00434545455e+17,0,4.40011827204e+17,0,0.951086271393,0,810352.872727,0,44569408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962779156327543,0.0,0.0,0.004962779156327543,0.0,0.0,0.0,0.05707196029776675,0.0,0.0,0.0,0.07568238213399504,0.0,0.0,0.03225806451612903,0.028535980148883373,0.04094292803970223,0.01240694789081886,0.008684863523573201,0.031017369727047148,0.0,0.0,0.0012406947890818859,0.0,0.0,0.14392059553349876,0.0,0.0037220843672456576,0.007444168734491315,0.004962779156327543,0.0,0.0,0.0,0.0,0.05583126550868486,0.022332506203473945,0.2878411910669975,0.0,0.0,0.0,0.0,0.1761786600496278,4978
ponzi,16,27,1.35e+20,1.35e+20,16,27,4,8.4375e+18,5e+18,2.17855313224e+18,4.472135955e+18,0.0625,0.444444444444,27.6279069767,1.17125888755e-07,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005221932114882507,0.0,0.0,0.0,0.05483028720626632,0.0,0.0,0.0,0.07049608355091384,0.0,0.0,0.020887728459530026,0.020887728459530026,0.03655352480417755,0.010443864229765013,0.010443864229765013,0.03655352480417755,0.0026109660574412533,0.0,0.0026109660574412533,0.0,0.0,0.1409921671018277,0.0,0.005221932114882507,0.005221932114882507,0.0026109660574412533,0.0,0.0,0.0,0.0,0.06005221932114883,0.02610966057441253,0.2819843342036554,0.0,0.0,0.0,0.0,0.206266318537859,1988
ponzi,1,0,0.0,0.0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0012224938875305623,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.006112469437652812,0.0,0.0,0.0,0.05134474327628362,0.0,0.0,0.0,0.06723716381418093,0.0012224938875305623,0.004889975550122249,0.03178484107579462,0.019559902200488997,0.04645476772616137,0.02078239608801956,0.004889975550122249,0.02689486552567237,0.0012224938875305623,0.0,0.0012224938875305623,0.0,0.0,0.14058679706601468,0.0,0.004889975550122249,0.006112469437652812,0.007334963325183374,0.0,0.0,0.0012224938875305623,0.0,0.039119804400977995,0.023227383863080684,0.2823960880195599,0.0,0.0,0.0,0.0,0.20537897310513448,3872
ponzi,1,0,0.0,0.0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005277044854881266,0.0,0.0,0.0,0.05804749340369393,0.0,0.0,0.0,0.06596306068601583,0.0,0.0,0.021108179419525065,0.013192612137203167,0.036939313984168866,0.010554089709762533,0.010554089709762533,0.036939313984168866,0.0,0.0,0.002638522427440633,0.0,0.0,0.1424802110817942,0.0,0.005277044854881266,0.0,0.0,0.0,0.0,0.0,0.0,0.0633245382585752,0.026385224274406333,0.2717678100263852,0.0,0.0,0.0,0.0,0.22955145118733508,1920
ponzi,281,106,1.01513056807e+20,9.88965e+19,281,106,11,3.61256429919e+17,9.32985849057e+17,1.01243764874e+18,1.32572522093e+18,0.892142707664,0.653687942674,157793.175711,0.000555453661281,61065959.0,0.009216589861751152,0.011904761904761904,0.0015360983102918587,0.021889400921658985,0.0007680491551459293,0.0,0.0,0.009216589861751152,0.010752688172043012,0.020737327188940093,0.00038402457757296467,0.006528417818740399,0.0,0.008448540706605223,0.019201228878648235,0.031874039938556066,0.0,0.0015360983102918587,0.01228878648233487,0.07834101382488479,0.004224270353302612,0.005376344086021506,0.01574500768049155,0.008832565284178187,0.038786482334869435,0.01804915514592934,0.005376344086021506,0.020353302611367127,0.006528417818740399,0.002304147465437788,0.00038402457757296467,0.0,0.0069124423963133645,0.12403993855606758,0.008832565284178187,0.0015360983102918587,0.008832565284178187,0.009984639016897081,0.0,0.0,0.004224270353302612,0.0015360983102918587,0.04377880184331797,0.02572964669738863,0.2768817204301075,0.0,0.0,0.0,0.0,0.11712749615975422,10914
ponzi,7,2,6e+20,6e+20,7,2,2,8.57142857143e+19,3e+20,6.38876565e+19,1e+20,0.380952380952,0.166666666667,1028921.66667,0.00156907785492,9260295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.05319148936170213,0.0,0.0,0.0,0.06914893617021277,0.0,0.0,0.026595744680851064,0.02127659574468085,0.034574468085106384,0.013297872340425532,0.010638297872340425,0.031914893617021274,0.005319148936170213,0.0,0.0026595744680851063,0.0,0.0,0.15159574468085107,0.0,0.007978723404255319,0.007978723404255319,0.005319148936170213,0.0,0.0,0.0,0.0,0.05053191489361702,0.023936170212765957,0.26861702127659576,0.0,0.0,0.0,0.0,0.21010638297872342,1820
ponzi,17,40,8.867e+19,8.74987e+19,17,40,2,5.21588235294e+18,2.1874675e+18,1.38604023619e+19,4.81603053678e+18,0.873125070486,0.824607537026,1100670.08772,4.36384287958e-05,62738195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014084507042253522,0.0,0.0,0.004225352112676056,0.0,0.0,0.0,0.04366197183098591,0.0,0.0,0.0,0.054929577464788736,0.0,0.004225352112676056,0.02535211267605634,0.01267605633802817,0.03943661971830986,0.01971830985915493,0.01971830985915493,0.02535211267605634,0.005633802816901409,0.0,0.0014084507042253522,0.0,0.0014084507042253522,0.15211267605633802,0.0,0.004225352112676056,0.007042253521126761,0.008450704225352112,0.0,0.0,0.0,0.0,0.04929577464788732,0.02535211267605634,0.2802816901408451,0.0,0.0,0.0,0.0,0.2140845070422535,2968
